100 100
47 35 H
47 37 V
47 37 H
47 38 H
47 39 H
47 42 V
47 43 H
47 44 H
47 45 H
47 46 V
47 46 H
47 47 V
47 48 H
47 49 H
47 51 H
47 52 V
47 53 V
47 54 V
47 55 V
47 56 V
47 56 H
47 58 V
47 59 V
47 59 H
47 60 V
47 61 V
47 62 V
47 63 V
47 63 H
47 64 H
47 65 H
47 66 H
47 67 V
47 68 V
47 69 V
47 69 H
47 71 V
47 72 V
47 72 H
47 74 V
47 74 H
47 75 V
47 76 V
47 77 H
47 79 V
47 80 H
47 81 V
47 82 H
47 83 H
47 84 H
47 85 V
47 86 H
47 87 V
47 88 V
47 89 V
47 89 H
47 90 V
47 91 V
47 91 H
47 92 H
47 94 H
47 95 H
47 96 H
47 97 V
47 98 V
48 0 V
48 1 H
48 2 H
48 3 V
48 3 H
48 4 H
48 6 V
48 7 V
48 7 H
48 9 V
48 10 V
48 10 H
48 12 V
48 13 H
48 14 H
48 16 V
48 16 H
48 17 H
48 18 V
48 19 V
48 19 H
48 21 V
48 21 H
48 22 H
48 24 V
48 25 H
48 27 V
48 28 V
48 28 H
48 29 H
48 30 V
48 31 V
48 31 H
48 32 V
48 33 V
48 33 H
48 35 V
48 36 V
48 36 H
48 38 H
48 39 H
48 40 H
48 41 H
48 42 H
48 43 H
48 44 H
48 45 H
48 47 H
48 48 H
48 49 V
48 50 H
48 51 V
48 52 H
48 54 V
48 55 H
48 56 H
48 57 V
48 58 V
48 59 H
48 60 V
48 62 H
48 64 V
48 65 V
48 65 H
48 66 V
48 67 H
48 69 V
48 69 H
48 70 H
48 72 V
48 73 V
48 74 H
48 76 V
48 77 V
48 77 H
48 78 H
48 79 V
48 80 V
48 81 V
48 82 H
48 83 V
48 84 V
48 85 V
48 85 H
48 86 V
48 87 H
48 89 H
48 91 V
48 92 V
48 92 H
48 93 H
48 95 V
48 95 H
48 96 V
48 97 V
48 98 H
49 1 V
49 1 H
49 2 V
49 3 H
49 4 H
49 5 H
49 7 V
49 7 H
49 9 V
49 10 V
49 10 H
49 11 V
49 12 H
49 13 V
49 14 H
49 15 H
49 17 V
49 17 H
49 19 V
49 20 V
49 20 H
49 21 V
49 22 V
49 23 V
49 24 V
49 24 H
49 25 H
49 26 V
49 26 H
49 28 V
49 29 V
49 29 H
49 31 V
49 32 V
49 33 V
49 34 V
49 34 H
49 36 V
49 37 V
49 37 H
49 38 V
49 39 V
49 39 H
49 40 V
49 40 H
49 41 H
49 42 H
49 43 H
49 44 H
49 45 V
49 46 V
49 46 H
49 47 H
49 48 V
49 49 H
49 50 H
49 51 H
49 52 V
49 53 V
49 53 H
49 54 H
49 55 H
49 56 V
49 57 H
49 59 V
49 59 H
49 61 H
49 62 V
49 62 H
49 63 V
49 64 V
49 65 H
49 66 H
49 68 V
49 68 H
49 70 V
49 70 H
49 71 V
49 72 V
49 73 V
49 73 H
49 74 H
49 75 H
49 77 H
49 78 V
49 79 V
49 80 V
49 81 H
49 82 V
49 82 H
49 84 V
49 85 V
49 86 V
49 87 V
49 87 H
49 88 H
49 89 V
49 90 V
49 90 H
49 92 H
49 93 H
49 94 V
49 94 H
49 97 V
49 97 H
49 98 V
50 1 V
50 2 H
50 3 H
50 4 H
50 5 H
50 6 H
50 8 V
50 8 H
50 10 V
50 11 H
50 12 H
50 13 V
50 14 V
50 14 H
50 15 H
50 16 V
50 17 V
50 18 V
50 18 H
50 19 H
50 22 V
50 23 V
50 24 V
50 25 V
50 25 H
50 27 V
50 27 H
50 29 V
50 30 V
50 30 H
50 32 V
50 32 H
50 34 V
50 35 V
50 35 H
50 37 V
50 38 H
50 39 V
50 41 V
50 41 H
50 42 H
50 43 H
50 44 V
50 45 V
50 46 H
50 47 H
50 49 V
50 49 H
50 50 H
50 52 V
50 54 H
50 55 V
50 56 H
50 57 V
50 58 V
50 59 V
50 60 V
50 60 H
50 61 V
50 61 H
50 63 V
50 64 V
50 65 V
50 65 H
50 66 H
50 67 H
50 69 V
50 69 H
50 71 V
50 72 V
50 73 H
50 74 H
50 75 V
50 76 V
50 76 H
50 77 H
50 79 H
50 80 H
50 81 H
50 83 V
50 83 H
50 85 V
50 86 V
50 86 H
50 88 V
50 89 V
50 90 V
50 91 V
50 91 H
50 92 H
50 93 V
50 94 V
50 95 V
50 95 H
50 96 H
50 98 H
51 0 H
51 1 H
51 2 H
51 3 V
51 4 H
51 5 H
51 7 V
51 8 V
51 8 H
51 9 H
51 10 H
51 11 H
51 13 H
51 15 V
51 15 H
51 16 V
51 17 H
51 19 V
51 20 V
51 20 H
51 21 H
51 23 V
51 24 V
51 25 H
51 26 V
51 27 V
51 28 V
51 28 H
51 30 H
51 32 H
51 33 V
51 34 V
51 35 H
51 36 H
51 37 V
51 38 V
51 39 V
51 40 V
51 40 H
51 42 V
51 42 H
51 43 V
51 44 H
51 46 H
51 47 H
51 48 V
51 49 H
51 50 H
51 51 V
51 51 H
51 53 V
51 53 H
51 54 H
51 56 V
51 56 H
51 58 V
51 59 H
51 61 H
51 62 V
51 63 H
51 64 V
51 65 V
51 66 V
51 67 V
51 67 H
51 68 H
51 69 V
51 70 V
51 71 H
51 72 V
51 73 V
51 74 V
51 75 V
51 76 V
51 76 H
51 77 V
51 78 V
51 78 H
51 79 V
51 80 H
51 81 V
51 82 V
51 82 H
51 83 H
51 85 V
51 86 H
51 87 H
51 88 V
51 89 V
51 90 H
51 92 V
51 92 H
51 94 V
51 95 V
51 96 V
51 96 H
51 97 H
51 98 H
52 0 H
52 1 H
52 2 V
52 3 V
52 4 V
52 4 H
52 5 H
52 6 V
52 7 H
52 9 V
52 9 H
52 10 H
52 11 H
52 12 V
52 12 H
52 13 H
52 14 V
52 15 V
52 16 H
52 17 V
52 18 V
52 18 H
52 20 V
52 21 V
52 21 H
52 22 H
52 24 H
52 25 V
52 27 V
52 28 V
52 29 V
52 29 H
52 30 H
52 31 V
52 31 H
52 33 V
52 34 H
52 35 V
52 36 H
52 38 H
52 39 V
52 40 V
52 41 V
52 42 V
52 43 H
52 44 H
52 45 H
52 46 H
52 47 V
52 48 V
52 49 V
52 49 H
52 50 V
52 51 V
52 52 V
52 52 H
52 53 V
52 54 V
52 54 H
52 55 V
52 57 V
52 57 H
52 58 H
52 59 H
52 60 H
52 62 V
52 62 H
52 63 V
52 64 V
52 65 H
52 67 V
52 68 V
52 68 H
52 70 H
52 71 H
52 73 H
52 75 V
52 76 V
52 77 V
52 79 V
52 79 H
52 80 H
52 81 V
52 82 V
52 83 H
52 84 H
52 86 V
52 86 H
52 87 V
52 88 H
52 90 H
52 91 V
52 92 H
52 93 H
52 95 H
52 97 V
52 97 H
52 98 V
52 99 V
53 0 V
53 1 V
53 2 V
53 3 V
53 3 H
53 5 V
53 5 H
53 7 V
53 7 H
53 8 H
53 9 H
53 11 V
53 11 H
53 13 H
53 15 H
53 16 H
53 18 V
53 19 H
53 21 V
53 22 V
53 22 H
53 23 V
53 23 H
53 25 H
53 26 V
53 27 H
53 28 V
53 30 V
53 31 V
53 32 V
53 32 H
53 33 V
53 34 H
53 35 H
53 36 H
53 37 H
53 38 V
53 39 V
53 40 V
53 41 V
53 42 H
53 44 V
53 44 H
53 45 H
53 46 H
53 47 V
53 49 V
53 50 V
53 51 H
53 53 V
53 54 V
53 55 H
53 56 V
53 57 H
53 58 H
53 59 V
53 60 V
53 60 H
53 61 V
53 62 V
53 63 V
53 64 H
53 65 H
53 66 H
53 68 V
53 69 V
53 69 H
53 70 H
53 72 V
53 72 H
53 73 V
53 74 V
53 74 H
53 76 V
53 77 H
53 78 H
53 80 V
53 80 H
53 82 V
53 83 V
53 83 H
53 84 H
53 85 V
53 86 V
53 87 V
53 88 V
53 89 V
53 89 H
53 90 V
53 91 V
53 91 H
53 92 H
53 93 V
53 94 V
53 94 H
53 95 V
53 96 H
53 97 V
53 98 V
54 1 H
54 3 V
54 4 V
54 4 H
54 5 V
54 6 V
54 7 V
54 7 H
54 8 H
54 9 H
54 10 V
54 11 V
54 12 V
54 12 H
54 13 V
54 14 V
54 14 H
54 15 H
54 16 H
54 18 H
54 19 H
54 20 V
54 21 V
54 22 V
54 23 V
54 24 V
54 24 H
54 25 V
54 26 H
54 27 V
54 28 H
54 29 V
54 29 H
54 31 V
54 32 V
54 33 H
54 34 H
54 35 H
54 36 H
54 37 V
54 38 H
54 40 H
54 41 H
54 42 H
54 43 V
54 44 H
54 45 H
54 46 V
54 47 H
54 48 H
54 50 V
54 51 V
54 51 H
54 52 V
54 53 H
54 54 H
54 55 H
54 57 V
54 57 H
54 59 H
54 61 V
54 62 V
54 63 V
54 64 H
54 65 H
54 66 V
54 67 H
54 69 V
54 70 V
54 70 H
54 71 V
54 72 H
54 74 H
54 75 V
54 75 H
54 77 V
54 77 H
54 78 H
54 79 H
54 81 V
54 81 H
54 83 H
54 84 V
54 85 H
54 87 V
54 88 H
54 90 V
54 91 H
54 93 H
54 95 H
54 96 H
54 98 H
55 0 H
55 1 H
55 2 H
55 4 V
55 5 V
55 6 H
55 8 V
55 8 H
55 10 V
55 12 V
55 13 V
55 14 V
55 14 H
55 15 H
55 16 H
55 17 V
55 17 H
55 18 H
55 19 H
55 20 V
55 21 V
55 22 V
55 24 V
55 25 H
55 26 V
55 27 H
55 28 V
55 29 V
55 30 V
55 30 H
55 32 V
55 32 H
55 33 H
55 34 V
55 35 V
55 35 H
55 36 V
55 37 H
55 38 V
55 39 V
55 39 H
55 40 H
55 41 H
55 42 H
55 44 V
55 44 H
55 45 H
55 46 H
55 47 V
55 48 V
55 48 H
55 49 H
55 51 V
55 52 H
55 53 H
55 55 V
55 55 H
55 56 H
55 58 H
55 59 V
55 59 H
55 60 H
55 61 V
55 62 H
55 64 V
55 64 H
55 65 V
55 66 H
55 67 V
55 67 H
55 68 H
55 69 V
55 70 V
55 72 V
55 73 V
55 73 H
55 74 H
55 76 V
55 76 H
55 78 H
55 79 H
55 81 V
55 82 V
55 82 H
55 83 V
55 84 H
55 85 V
55 86 V
55 86 H
55 88 V
55 88 H
55 89 H
55 91 V
55 91 H
55 92 V
55 92 H
55 93 V
55 94 V
55 94 H
55 95 H
55 96 V
55 97 V
55 97 H
55 98 V
56 0 H
56 1 V
56 2 V
56 2 H
56 3 H
56 4 V
56 5 V
56 6 H
56 7 H
56 8 V
56 9 H
56 11 V
56 11 H
56 13 V
56 14 V
56 15 V
56 15 H
56 16 V
56 17 H
56 18 H
56 19 V
56 20 V
56 21 H
56 23 H
56 24 V
56 25 V
56 26 H
56 27 H
56 29 V
56 31 V
56 31 H
56 33 H
56 35 V
56 36 V
56 37 V
56 38 V
56 39 H
56 40 H
56 41 H
56 42 H
56 43 V
56 43 H
56 45 V
56 45 H
56 47 H
56 49 V
56 49 H
56 51 H
56 52 V
56 53 V
56 53 H
56 54 V
56 55 H
56 56 V
56 57 H
56 58 V
56 58 H
56 60 V
56 60 H
56 62 V
56 62 H
56 63 V
56 64 H
56 65 H
56 66 H
56 68 H
56 70 H
56 71 V
56 71 H
56 73 H
56 74 H
56 75 H
56 77 H
56 78 V
56 78 H
56 79 H
56 80 H
56 82 H
56 84 V
56 85 H
56 87 V
56 87 H
56 89 V
56 89 H
56 90 V
56 91 V
56 92 H
56 94 H
56 95 V
56 96 H
56 97 V
56 98 V
57 1 V
57 2 H
57 3 V
57 4 V
57 5 H
57 6 V
57 7 V
57 7 H
57 9 V
57 9 H
57 10 H
57 12 V
57 13 V
57 14 V
57 14 H
57 16 V
57 17 V
57 17 H
57 18 H
57 19 V
57 20 V
57 21 V
57 22 V
57 22 H
57 23 V
57 23 H
57 25 H
57 26 V
57 26 H
57 27 H
57 28 H
57 30 V
57 30 H
57 32 V
57 32 H
57 33 V
57 33 H
57 34 H
57 36 H
57 38 H
57 39 V
57 39 H
57 40 H
57 41 V
57 42 V
57 43 V
57 44 V
57 44 H
57 46 V
57 46 H
57 47 H
57 48 H
57 49 H
57 50 H
57 51 H
57 54 V
57 54 H
57 55 H
57 57 V
57 57 H
57 59 V
57 59 H
57 60 H
57 62 V
57 63 V
57 64 V
57 65 V
57 65 H
57 66 H
57 67 H
57 68 V
57 68 H
57 69 H
57 70 H
57 72 V
57 72 H
57 73 H
57 74 V
57 75 V
57 75 H
57 76 H
57 77 H
57 79 V
57 79 H
57 80 V
57 81 V
57 81 H
57 82 V
57 82 H
57 83 H
57 84 V
57 85 V
57 85 H
57 86 H
57 88 V
57 88 H
57 90 V
57 91 H
57 92 V
57 93 V
57 93 H
57 94 V
57 95 H
57 96 H
57 98 H
58 0 V
58 1 V
58 1 H
58 3 H
58 5 V
58 5 H
58 7 V
58 8 V
58 9 H
58 10 V
58 10 H
58 11 V
58 12 H
58 14 V
58 15 V
58 15 H
58 17 V
58 18 V
58 19 V
58 20 V
58 21 V
58 22 V
58 23 H
58 24 H
58 25 V
58 26 H
58 27 V
58 28 V
58 28 H
58 29 H
58 31 V
58 31 H
58 33 V
58 34 V
58 34 H
58 35 H
58 36 H
58 37 H
58 38 V
58 39 V
58 40 V
58 40 H
58 42 V
58 43 H
58 45 V
58 45 H
58 46 V
58 47 H
58 48 H
58 50 V
58 50 H
58 51 H
58 52 V
58 52 H
58 53 V
58 55 V
58 55 H
58 56 V
58 56 H
58 58 V
58 58 H
58 60 V
58 61 V
58 62 V
58 62 H
58 64 H
58 66 V
58 66 H
58 68 V
58 69 V
58 69 H
58 70 H
58 71 V
58 72 H
58 73 V
58 75 V
58 76 V
58 76 H
58 77 V
58 77 H
58 78 H
58 80 H
58 82 H
58 84 V
58 85 V
58 86 V
58 86 H
58 87 V
58 88 V
58 89 V
58 89 H
58 90 H
58 91 V
58 92 H
58 93 V
58 94 H
58 95 H
58 96 V
58 97 H
58 98 H
59 1 H
59 2 H
59 3 H
59 4 V
59 5 H
59 6 V
59 7 V
59 8 V
59 8 H
59 9 H
59 11 V
59 12 V
59 12 H
59 13 H
59 15 V
59 16 V
59 17 V
59 17 H
59 19 V
59 20 V
59 21 V
59 22 H
59 23 H
59 24 H
59 25 H
59 26 V
59 27 V
59 28 H
59 29 H
59 30 V
59 31 V
59 32 V
59 32 H
59 33 V
59 34 V
59 35 H
59 36 V
59 36 H
59 37 V
59 38 H
59 40 H
59 41 V
59 42 H
59 43 H
59 44 V
59 45 V
59 46 H
59 47 V
59 47 H
59 48 H
59 49 H
59 51 H
59 53 H
59 54 V
59 55 V
59 56 V
59 57 V
59 57 H
59 59 V
59 59 H
59 61 V
59 62 V
59 63 V
59 63 H
59 64 H
59 65 V
59 66 H
59 67 H
59 69 H
59 70 V
59 71 H
59 72 H
59 73 V
59 74 V
59 74 H
59 76 V
59 77 H
59 78 V
59 79 V
59 79 H
59 80 V
59 81 V
59 81 H
59 82 H
59 83 V
59 84 H
59 85 H
59 87 V
59 89 V
59 90 V
59 91 H
59 92 H
59 94 H
59 95 V
59 96 H
59 97 H
59 98 H
60 0 H
60 1 H
60 2 V
60 2 H
60 3 H
60 5 V
60 5 H
60 7 V
60 8 H
60 9 H
60 10 V
60 12 V
60 12 H
60 13 H
60 14 H
60 15 H
60 17 V
60 18 V
60 18 H
60 19 V
60 21 H
60 22 H
60 23 H
60 24 H
60 25 V
60 27 V
60 27 H
60 28 H
60 29 V
60 30 V
60 31 V
60 32 V
60 33 V
60 34 H
60 35 V
60 36 V
60 37 H
60 38 V
60 39 V
60 39 H
60 40 H
60 42 V
60 42 H
60 43 H
60 45 H
60 47 H
60 48 H
60 49 V
60 49 H
60 50 H
60 51 H
60 52 H
60 53 V
60 54 V
60 55 V
60 56 H
60 57 V
60 58 H
60 60 V
60 61 V
60 62 V
60 63 V
60 63 H
60 64 H
60 66 V
60 66 H
60 67 H
60 68 H
60 69 V
60 69 H
60 71 V
60 71 H
60 72 H
60 74 V
60 75 V
60 75 H
60 76 H
60 78 V
60 79 H
60 80 V
60 81 H
60 82 H
60 83 H
60 84 H
60 85 H
60 86 V
60 87 H
60 88 V
60 89 V
60 90 H
60 91 H
60 92 H
60 93 H
60 94 V
60 95 V
60 95 H
60 96 H
60 97 H
60 98 H
60 99 V
61 0 H
61 1 V
61 2 H
61 3 H
61 5 V
61 6 V
61 6 H
61 8 V
61 8 H
61 10 V
61 11 V
61 11 H
61 13 V
61 13 H
61 14 H
61 15 H
61 16 V
61 17 H
61 18 V
61 20 V
61 20 H
61 21 H
61 22 H
61 23 H
61 24 V
61 25 H
61 27 H
61 28 V
61 29 H
61 31 V
61 32 H
61 34 V
61 34 H
61 36 V
61 37 V
61 39 V
61 39 H
61 40 V
61 41 V
61 42 V
61 42 H
61 43 V
61 44 V
61 44 H
61 45 H
61 46 H
61 47 V
61 48 V
61 49 V
61 50 V
61 50 H
61 51 V
61 51 H
61 52 V
61 53 H
61 54 V
61 55 H
61 56 V
61 57 H
61 58 V
61 58 H
61 59 H
61 60 H
61 62 V
61 63 V
61 64 V
61 64 H
61 65 H
61 67 V
61 68 V
61 68 H
61 70 V
61 70 H
61 71 V
61 72 H
61 73 H
61 75 H
61 76 H
61 77 H
61 78 H
61 79 H
61 81 V
61 81 H
61 82 H
61 83 H
61 84 H
61 86 V
61 87 V
61 87 H
61 88 H
61 90 V
61 90 H
61 91 H
61 92 H
61 93 V
61 94 V
61 96 V
61 96 H
61 97 H
61 98 V
62 0 H
62 1 V
62 2 V
62 3 H
62 4 V
62 4 H
62 6 H
62 7 H
62 8 V
62 9 V
62 9 H
62 11 H
62 12 H
62 14 V
62 14 H
62 15 V
62 16 H
62 17 V
62 18 H
62 19 V
62 20 H
62 21 H
62 22 H
62 23 H
62 25 V
62 25 H
62 26 V
62 26 H
62 27 H
62 29 V
62 29 H
62 30 H
62 31 H
62 32 H
62 33 V
62 34 H
62 35 H
62 37 H
62 38 H
62 40 H
62 42 H
62 44 H
62 45 H
62 47 V
62 47 H
62 49 V
62 50 H
62 52 H
62 53 V
62 54 V
62 55 V
62 56 H
62 57 V
62 58 H
62 59 H
62 60 H
62 61 H
62 63 V
62 64 H
62 65 H
62 66 V
62 66 H
62 68 H
62 69 V
62 70 H
62 72 V
62 72 H
62 73 V
62 74 V
62 74 H
62 75 H
62 76 H
62 77 H
62 78 V
62 79 V
62 80 V
62 80 H
62 82 V
62 82 H
62 84 V
62 84 H
62 85 V
62 86 V
62 87 V
62 88 V
62 88 H
62 90 H
62 91 V
62 91 H
62 92 V
62 93 V
62 94 H
62 95 V
62 96 H
62 97 H
62 99 V
63 1 H
63 3 V
63 3 H
63 5 V
63 5 H
63 6 H
63 7 V
63 8 V
63 9 V
63 10 H
63 11 V
63 12 V
63 12 H
63 13 V
63 14 V
63 15 V
63 17 V
63 17 H
63 18 V
63 19 H
63 20 H
63 21 V
63 21 H
63 23 V
63 23 H
63 24 H
63 25 V
63 27 H
63 28 V
63 29 V
63 30 V
63 30 H
63 31 H
63 32 V
63 33 V
63 34 V
63 34 H
63 35 H
63 36 V
63 36 H
63 37 V
63 38 H
63 39 H
63 40 V
63 41 V
63 41 H
63 42 H
63 43 H
63 44 H
63 45 H
63 46 V
63 46 H
63 48 V
63 48 H
63 49 H
63 50 V
63 51 V
63 51 H
63 53 V
63 54 V
63 55 V
63 55 H
63 56 H
63 57 H
63 58 H
63 59 H
63 60 H
63 61 H
63 62 H
63 63 H
63 64 V
63 65 V
63 65 H
63 67 V
63 67 H
63 68 V
63 69 H
63 70 H
63 72 V
63 73 V
63 74 H
63 75 H
63 76 H
63 77 V
63 78 V
63 79 V
63 80 V
63 81 V
63 81 H
63 82 H
63 83 V
63 84 V
63 85 V
63 86 V
63 87 V
63 88 H
63 89 V
63 89 H
63 90 H
63 92 V
63 93 H
63 94 V
63 95 H
63 96 H
63 97 V
63 97 H
63 98 V
64 0 V
64 0 H
64 1 H
64 2 V
64 3 V
64 3 H
64 4 H
64 5 H
64 6 H
64 8 V
64 9 H
64 10 V
64 11 V
64 12 H
64 14 H
64 16 V
64 16 H
64 18 V
64 19 V
64 19 H
64 20 H
64 22 V
64 22 H
64 24 V
64 24 H
64 26 V
64 26 H
64 27 V
64 28 V
64 28 H
64 30 V
64 31 V
64 34 V
64 35 V
64 35 H
64 37 H
64 38 V
64 38 H
64 39 V
64 40 H
64 41 V
64 42 V
64 43 V
64 43 H
64 44 V
64 45 V
64 45 H
64 47 V
64 47 H
64 49 H
64 51 H
64 52 H
64 54 V
64 55 H
64 56 H
64 57 H
64 58 V
64 59 V
64 59 H
64 60 H
64 61 V
64 62 V
64 62 H
64 64 V
64 65 V
64 66 H
64 68 H
64 69 V
64 70 V
64 70 H
64 71 V
64 72 H
64 73 H
64 74 V
64 75 V
64 75 H
64 76 V
64 77 V
64 78 H
64 80 V
64 81 H
64 83 V
64 84 H
64 87 V
64 87 H
64 89 V
64 90 V
64 90 H
64 91 H
64 92 H
64 93 V
64 94 H
64 95 H
64 96 V
64 97 H
65 1 V
65 1 H
65 3 V
65 4 V
65 4 H
65 5 H
65 6 H
65 7 V
65 8 H
65 9 V
65 10 H
65 12 V
65 12 H
65 13 H
65 14 V
65 15 V
65 16 V
65 16 H
65 17 H
65 19 V
65 19 H
65 21 V
65 21 H
65 23 V
65 23 H
65 25 V
65 25 H
65 27 V
65 28 V
65 29 V
65 29 H
65 31 H
65 32 H
65 33 H
65 35 V
65 36 V
65 36 H
65 37 V
65 39 H
65 40 H
65 42 V
65 43 V
65 44 V
65 45 H
65 46 H
65 47 V
65 48 V
65 48 H
65 49 V
65 50 V
65 50 H
65 51 H
65 52 H
65 53 V
65 54 H
65 55 H
65 56 H
65 58 V
65 59 H
65 60 V
65 62 H
65 63 V
65 64 H
65 65 H
65 66 H
65 67 V
65 67 H
65 69 V
65 69 H
65 71 V
65 72 V
65 73 H
65 74 V
65 76 V
65 77 H
65 78 H
65 80 V
65 80 H
65 81 H
65 82 H
65 84 V
65 84 H
65 85 H
65 86 V
65 87 V
65 88 V
65 88 H
65 90 H
65 91 H
65 92 V
65 93 H
65 94 H
65 96 H
65 97 V
65 98 V
65 98 H
66 0 V
66 1 H
66 2 H
66 4 V
66 5 V
66 5 H
66 6 V
66 7 V
66 8 V
66 9 H
66 10 H
66 11 V
66 12 H
66 13 V
66 13 H
66 15 H
66 17 V
66 17 H
66 18 H
66 20 V
66 20 H
66 21 H
66 22 V
66 23 H
66 24 V
66 25 V
66 26 H
66 28 V
66 29 V
66 30 V
66 30 H
66 31 V
66 32 V
66 32 H
66 33 V
66 33 H
66 34 V
66 35 H
66 36 V
66 37 H
66 38 H
66 39 H
66 40 H
66 41 H
66 43 V
66 43 H
66 45 V
66 45 H
66 46 V
66 47 V
66 48 V
66 49 H
66 51 V
66 51 H
66 52 H
66 54 V
66 54 H
66 55 V
66 56 V
66 56 H
66 57 V
66 58 H
66 59 H
66 61 V
66 61 H
66 62 V
66 62 H
66 64 V
66 64 H
66 65 H
66 66 V
66 67 H
66 68 H
66 70 V
66 70 H
66 72 H
66 73 V
66 74 V
66 75 V
66 75 H
66 76 H
66 77 H
66 78 H
66 79 H
66 81 V
66 81 H
66 82 H
66 83 V
66 84 H
66 85 V
66 86 V
66 88 V
66 88 H
66 89 H
66 90 V
66 91 V
66 91 H
66 93 V
66 93 H
66 94 H
66 95 H
66 96 V
66 97 V
66 98 H
67 1 V
67 1 H
67 2 H
67 3 H
67 5 V
67 6 V
67 7 V
67 8 H
67 9 V
67 9 H
67 11 H
67 12 H
67 14 V
67 14 H
67 15 V
67 16 V
67 16 H
67 18 V
67 18 H
67 19 H
67 21 V
67 22 V
67 22 H
67 23 V
67 24 V
67 25 H
67 26 H
67 27 V
67 28 V
67 29 V
67 30 H
67 32 H
67 34 V
67 35 V
67 36 V
67 37 V
67 37 H
67 38 H
67 39 H
67 40 V
67 41 V
67 41 H
67 42 V
67 43 H
67 44 V
67 45 V
67 46 V
67 47 V
67 48 V
67 49 V
67 50 V
67 50 H
67 52 V
67 52 H
67 53 H
67 55 V
67 56 V
67 57 V
67 58 V
67 58 H
67 59 H
67 61 V
67 62 H
67 63 H
67 64 V
67 66 V
67 66 H
67 67 H
67 69 V
67 70 V
67 70 H
67 71 H
67 72 H
67 73 H
67 75 V
67 76 V
67 77 V
67 77 H
67 79 V
67 79 H
67 80 V
67 81 V
67 82 V
67 82 H
67 84 V
67 85 H
67 87 V
67 87 H
67 89 V
67 89 H
67 91 V
67 91 H
67 93 H
67 94 H
67 95 V
67 96 V
67 97 H
67 98 H
67 99 V
68 0 H
68 2 V
68 2 H
68 3 H
68 4 H
68 5 V
68 6 V
68 7 H
68 8 V
68 9 H
68 10 V
68 10 H
68 11 H
68 12 H
68 13 H
68 14 H
68 17 V
68 17 H
68 19 V
68 19 H
68 20 V
68 21 V
68 22 V
68 23 H
68 25 V
68 25 H
68 26 V
68 26 H
68 28 V
68 29 H
68 30 V
68 31 V
68 31 H
68 32 H
68 33 H
68 34 H
68 36 V
68 37 V
68 38 V
68 38 H
68 39 V
68 40 V
68 41 V
68 42 H
68 44 V
68 44 H
68 46 H
68 48 V
68 49 V
68 50 V
68 51 H
68 53 V
68 53 H
68 54 V
68 55 H
68 57 V
68 57 H
68 59 V
68 59 H
68 60 H
68 61 H
68 62 H
68 63 V
68 64 H
68 65 H
68 67 V
68 67 H
68 68 V
68 69 H
68 71 V
68 71 H
68 72 H
68 73 H
68 74 H
68 76 V
68 77 V
68 77 H
68 78 V
68 79 H
68 81 V
68 82 V
68 83 H
68 84 V
68 85 V
68 85 H
68 86 V
68 87 H
68 88 H
68 89 V
68 90 V
68 91 V
68 92 H
68 93 V
68 94 V
68 94 H
68 95 H
68 97 V
68 97 H
68 98 V
69 0 H
69 1 H
69 3 H
69 4 V
69 5 V
69 6 H
69 7 H
69 9 V
69 9 H
69 11 V
69 11 H
69 12 V
69 13 H
69 14 V
69 15 V
69 15 H
69 17 H
69 18 V
69 19 V
69 20 V
69 21 V
69 22 H
69 23 H
69 24 V
69 25 V
69 26 H
69 27 H
69 28 V
69 29 V
69 30 V
69 31 H
69 32 H
69 33 V
69 34 H
69 35 H
69 36 V
69 38 V
69 39 V
69 39 H
69 41 V
69 42 V
69 43 V
69 43 H
69 45 V
69 45 H
69 46 H
69 47 H
69 49 V
69 50 H
69 51 H
69 52 V
69 53 V
69 54 V
69 55 V
69 55 H
69 57 V
69 58 V
69 58 H
69 59 V
69 60 V
69 61 H
69 62 V
69 63 H
69 64 V
69 65 H
69 66 V
69 67 V
69 68 H
69 69 V
69 69 H
69 70 H
69 72 V
69 72 H
69 73 H
69 74 H
69 76 V
69 77 V
69 78 V
69 79 V
69 79 H
69 80 H
69 81 V
69 83 V
69 83 H
69 85 V
69 86 V
69 87 V
69 87 H
69 88 V
69 89 H
69 91 H
69 92 V
69 93 V
69 94 H
69 95 H
69 96 V
69 97 H
69 99 V
70 0 H
70 1 V
70 2 V
70 2 H
70 4 V
70 5 V
70 5 H
70 6 H
70 8 V
70 9 V
70 10 V
70 10 H
70 11 V
70 12 V
70 13 V
70 13 H
70 15 H
70 16 H
70 17 H
70 19 V
70 20 V
70 21 V
70 22 V
70 23 V
70 23 H
70 25 V
70 26 V
70 26 H
70 27 V
70 28 H
70 30 V
70 31 V
70 31 H
70 32 V
70 33 V
70 34 H
70 35 V
70 36 H
70 37 V
70 38 V
70 39 V
70 40 H
70 41 H
70 43 V
70 44 V
70 44 H
70 45 H
70 46 V
70 47 V
70 47 H
70 49 H
70 50 V
70 50 H
70 51 H
70 52 H
70 54 V
70 55 H
70 56 V
70 57 H
70 59 H
70 61 V
70 62 V
70 62 H
70 64 H
70 65 H
70 66 V
70 67 H
70 68 H
70 70 V
70 70 H
70 71 V
70 72 H
70 74 V
70 74 H
70 75 H
70 77 H
70 78 V
70 79 H
70 80 V
70 81 H
70 82 V
70 83 H
70 84 V
70 85 H
70 86 V
70 87 V
70 88 H
70 89 H
70 90 H
